114.179863,22.3053207,150.62,Mon,Oct,3,8:00:03,2016
114.1799469,22.3052349,164.81,Mon,Oct,3,8:00:08,2016
114.1799316,22.3052616,165.74,Mon,Oct,3,8:00:13,2016
114.179924,22.3052597,155.34,Mon,Oct,3,8:00:18,2016
114.1799469,22.305233,164.75,Mon,Oct,3,8:00:23,2016
114.1799011,22.3052845,153.51,Mon,Oct,3,8:00:28,2016
114.1798706,22.3053741,152.51,Mon,Oct,3,8:00:33,2016
114.1798935,22.3052654,159.41,Mon,Oct,3,8:00:38,2016
114.1799393,22.305233,164.7,Mon,Oct,3,8:00:43,2016
114.179863,22.3053703,152.46,Mon,Oct,3,8:00:48,2016
114.179924,22.3052711,154.54,Mon,Oct,3,8:00:53,2016
114.179924,22.3052559,155.18,Mon,Oct,3,8:00:58,2016
114.179924,22.3052597,155.24,Mon,Oct,3,8:01:03,2016
114.1799088,22.3052368,164.02,Mon,Oct,3,8:01:08,2016
114.179924,22.3052597,155.02,Mon,Oct,3,8:01:13,2016
114.1797409,22.3054657,105.05,Mon,Oct,3,8:01:18,2016
114.179924,22.3052578,155.27,Mon,Oct,3,8:01:23,2016
114.1798477,22.3053551,152.31,Mon,Oct,3,8:01:28,2016
114.1799088,22.3052711,162.88,Mon,Oct,3,8:01:33,2016
114.1799469,22.3052368,164.79,Mon,Oct,3,8:01:38,2016
114.1798477,22.305357,152.34,Mon,Oct,3,8:01:43,2016
114.1798859,22.3052711,160.01,Mon,Oct,3,8:01:48,2016
114.1799393,22.3052406,164.91,Mon,Oct,3,8:01:53,2016
114.1799393,22.3053036,164.32,Mon,Oct,3,8:01:58,2016
114.1799164,22.3052578,162.81,Mon,Oct,3,8:02:03,2016
114.1799469,22.3052387,179.89,Mon,Oct,3,8:02:08,2016
114.1798477,22.305357,152.34,Mon,Oct,3,8:02:13,2016
114.1798477,22.305357,152.34,Mon,Oct,3,8:02:18,2016
114.1799469,22.3052368,164.8,Mon,Oct,3,8:02:23,2016
114.1799088,22.3052692,162.83,Mon,Oct,3,8:02:28,2016
114.1799469,22.3052387,179.89,Mon,Oct,3,8:02:33,2016
114.179924,22.3052597,155.05,Mon,Oct,3,8:02:38,2016
114.1799393,22.3053036,164.32,Mon,Oct,3,8:02:43,2016
114.1798553,22.3053589,152.38,Mon,Oct,3,8:02:48,2016
114.1799469,22.3052368,164.88,Mon,Oct,3,8:02:53,2016
114.179924,22.3052711,154.54,Mon,Oct,3,8:02:58,2016
114.1799622,22.3052177,184.46,Mon,Oct,3,8:03:03,2016
114.1799469,22.3052349,164.81,Mon,Oct,3,8:03:08,2016
114.1799088,22.3052387,163.21,Mon,Oct,3,8:03:13,2016
114.1799622,22.3052349,180.28,Mon,Oct,3,8:03:18,2016
114.1799469,22.305233,164.85,Mon,Oct,3,8:03:23,2016
114.1799316,22.3052673,173.93,Mon,Oct,3,8:03:28,2016
114.1798477,22.3053513,152.29,Mon,Oct,3,8:03:33,2016
114.1799393,22.3052349,164.72,Mon,Oct,3,8:03:38,2016
114.1799011,22.3052845,153.51,Mon,Oct,3,8:03:43,2016
114.1799164,22.3052578,162.81,Mon,Oct,3,8:03:48,2016
114.1799393,22.3052654,169.46,Mon,Oct,3,8:03:53,2016
114.179924,22.3052559,155.23,Mon,Oct,3,8:03:58,2016
114.1799622,22.3052349,180.28,Mon,Oct,3,8:04:03,2016
114.179924,22.3052597,155.23,Mon,Oct,3,8:04:08,2016
114.1799622,22.3052349,180.28,Mon,Oct,3,8:04:13,2016
114.1799164,22.3052502,162.52,Mon,Oct,3,8:04:18,2016
114.1798706,22.3053741,152.52,Mon,Oct,3,8:04:23,2016
114.1799393,22.305233,164.7,Mon,Oct,3,8:04:28,2016
114.1799469,22.3052387,179.89,Mon,Oct,3,8:04:33,2016
114.1799469,22.305233,164.81,Mon,Oct,3,8:04:38,2016
114.1799088,22.3052387,163.21,Mon,Oct,3,8:04:43,2016
114.1799088,22.3052368,164.02,Mon,Oct,3,8:04:48,2016
114.1799164,22.3052597,162.77,Mon,Oct,3,8:04:53,2016
114.179924,22.3052597,155.03,Mon,Oct,3,8:04:58,2016
114.179863,22.3053417,152.07,Mon,Oct,3,8:05:03,2016
114.1798706,22.3053741,152.51,Mon,Oct,3,8:05:08,2016
114.179924,22.3052578,155.27,Mon,Oct,3,8:05:13,2016
114.1799469,22.3052368,164.84,Mon,Oct,3,8:05:18,2016
114.1799164,22.3052654,162.92,Mon,Oct,3,8:05:23,2016
114.1799164,22.3052578,162.91,Mon,Oct,3,8:05:28,2016
114.179863,22.3053207,150.62,Mon,Oct,3,8:05:33,2016
114.1799164,22.3052502,162.52,Mon,Oct,3,8:05:38,2016
114.1799164,22.3052597,162.76,Mon,Oct,3,8:05:40,2016
114.179924,22.3052597,155.27,Mon,Oct,3,8:05:42,2016
114.179924,22.3052597,155.05,Mon,Oct,3,8:05:43,2016
114.179863,22.3053608,152.45,Mon,Oct,3,8:05:44,2016
114.179924,22.3052578,155.27,Mon,Oct,3,8:05:45,2016
114.1799469,22.3052349,164.81,Mon,Oct,3,8:05:46,2016
114.179863,22.3053703,152.46,Mon,Oct,3,8:05:47,2016
114.1799393,22.3052349,164.67,Mon,Oct,3,8:05:48,2016
114.1799469,22.305233,164.75,Mon,Oct,3,8:05:49,2016
114.1799316,22.3052616,165.74,Mon,Oct,3,8:05:50,2016
114.179924,22.3052597,155.27,Mon,Oct,3,8:05:51,2016
114.1799393,22.3052406,164.91,Mon,Oct,3,8:05:52,2016
114.179924,22.3052597,155.24,Mon,Oct,3,8:05:53,2016
114.1798477,22.3053551,152.31,Mon,Oct,3,8:05:54,2016
114.1799393,22.305233,164.72,Mon,Oct,3,8:05:55,2016
114.1799393,22.305233,164.72,Mon,Oct,3,8:05:56,2016
114.179924,22.3052597,155.24,Mon,Oct,3,8:06:03,2016
114.1798859,22.3053303,151.53,Mon,Oct,3,8:06:08,2016
114.179863,22.3053417,152.07,Mon,Oct,3,8:06:13,2016
114.1798553,22.3053608,152.41,Mon,Oct,3,8:06:18,2016
114.1799469,22.3052368,164.8,Mon,Oct,3,8:06:23,2016
114.1799088,22.3052711,162.88,Mon,Oct,3,8:06:28,2016
114.1799622,22.3052177,184.46,Mon,Oct,3,8:06:33,2016
114.179924,22.3052559,155.18,Mon,Oct,3,8:06:38,2016
114.179924,22.3052559,155.17,Mon,Oct,3,8:06:43,2016
114.1799622,22.3052177,184.46,Mon,Oct,3,8:06:48,2016
114.179924,22.3052597,155.03,Mon,Oct,3,8:06:53,2016
114.179924,22.3052597,155.23,Mon,Oct,3,8:06:58,2016
114.179863,22.3053207,150.62,Mon,Oct,3,8:07:03,2016
114.179924,22.3052578,155.1,Mon,Oct,3,8:07:08,2016
114.1799164,22.3052578,162.8,Mon,Oct,3,8:07:13,2016
114.1799393,22.305233,164.72,Mon,Oct,3,8:07:18,2016
114.1799088,22.3052711,157.5,Mon,Oct,3,8:07:23,2016
114.1799164,22.3052502,162.52,Mon,Oct,3,8:07:28,2016
114.1799469,22.3052349,164.84,Mon,Oct,3,8:07:33,2016
114.1799393,22.3053036,164.32,Mon,Oct,3,8:07:38,2016
114.1799469,22.3052368,164.84,Mon,Oct,3,8:07:43,2016
114.179924,22.3052597,155.22,Mon,Oct,3,8:07:48,2016
114.1799164,22.3052578,162.8,Mon,Oct,3,8:07:53,2016
114.179924,22.3052578,155.25,Mon,Oct,3,8:07:58,2016
114.1799469,22.305233,164.75,Mon,Oct,3,8:08:03,2016
114.179924,22.3052254,165.22,Mon,Oct,3,8:08:08,2016
114.1799164,22.3052597,162.77,Mon,Oct,3,8:08:13,2016
114.179863,22.3053703,152.46,Mon,Oct,3,8:08:18,2016
114.1799011,22.3052578,158.67,Mon,Oct,3,8:08:23,2016
114.1799088,22.3052406,165.16,Mon,Oct,3,8:08:28,2016
114.1799622,22.3052349,180.28,Mon,Oct,3,8:08:33,2016
114.1799164,22.3052578,162.87,Mon,Oct,3,8:08:38,2016
114.1798706,22.3053284,151.01,Mon,Oct,3,8:08:43,2016
114.1798859,22.3052711,160.01,Mon,Oct,3,8:08:48,2016
114.1798477,22.3053551,152.31,Mon,Oct,3,8:08:53,2016
114.1798935,22.3053112,153.37,Mon,Oct,3,8:09:58,2016
114.179924,22.3052597,155.24,Mon,Oct,3,8:09:03,2016
114.1799393,22.305233,164.7,Mon,Oct,3,8:09:08,2016
114.1799469,22.3052349,164.86,Mon,Oct,3,8:09:13,2016
